A coker crane will be supplied to Tesoro Corporation 's Golden Eagle Refinery in Martinez , California , while a similar crane will be delivered to BP 's Castell refinery in Spain .	neutral
Revenue for the quarter totaled 27.4 billion , down 2 percent from 28.1 billion in the fourth quarter in 2008 .	negative
Two other sites will be included later on .	neutral
Fiskars , a 360-year-old global business best known for its orange-handled scissors , expects to derive synergies of EUR5 million a year by consolidating certain parts of the housewares division where the two compete .	positive
The estimated annual value of the frame agreement is about EUR 50mn .	neutral
The donations are granted to Aalto University and the universities of Helsinki , Tampere , Turku , Eastern Finland , Jyv+ñskyl+ñ , Oulu and Vaasa , and to polytechnics to be announced later .	neutral
The transaction is expected to be completed next spring .	neutral
Unit prices for straddle carriers vary between EUR700 ,000 and EUR900 ,000 , the company added .	neutral
It posted a turnover of 4.5 mln euro $ 6.1 mln and an operating profit of 1.5 mln euro $ 2.0 mln for 2006 .	neutral
Published by Globes online , Israel business news - www.globes-online.com - on November 16 , 2009 -® Copyright of Globes Publisher Itonut 1983 Ltd. 2009	neutral
Finnish publishing and printing group Ilkka-Yhtym+ñ will introduced a staff smoking ban as of the beginning of 2007 at the company 's three newspapers .	neutral
According to HK Ruokatalo , almost all the meat used by the company comes from Finland .	neutral
Founded in 2000 , BioView automates laboratory tests , especially diagnostic tests for cancer .	neutral
Finnish cutlery and hand tools maker Fiskars Oyj Abp ( HEL : FISAS ) said today its net profit rose to EUR 24.1 million ( USD 33.6 m ) in the third quarter of 2010 from EUR 17.9 million a year earlier .	positive
The report profiles 158 companies including many key and niche players including major Nonwovens manufacturers such as Ahlstrom Corporation , Asahi Kasei Corporation , Buckeye Technologies , Inc. , EI .	neutral
The brokerage said 2006 has seen a ` true turning point ' in European steel base prices , with better pricing seen carrying through the second quarter of 2006 .	positive
Finnish electronics contract manufacturer Scanfil had net sales of EUR 52.2 mn in the first quarter of 2007 , down from EUR 60.1 mn a year before .	negative
The inaugural speech will be given by Hannu Kyrolainen , Finland 's Ambassador to the Czech Republic .	neutral
ENP Newswire - 22 March 2011 Release date - 21032011 - A total of 13,000 Talvivaara Mining Company Plc 's new shares were subscribed for during the period between 1 January 2011 and 28 February 2011 under the company 's stock option rights 2007A .	neutral
The portfolio comprises of 118,000 m2 of leasable space with a vacancy rate of roughly 5 % , let to around 140 tenants of which two of the largest are the Swedish government and Ericsson .	neutral
Last week , the Finnish metals and technology group announced plans to sell more than 80 percent of its technology unit to further the company 's strategic goal of becoming the world 's largest stainless steel maker .	positive
Finnish metal industry solutions supplier Outotec Oyj net profit rose to 50.4 mln euro ( $ 72.5 mln ) for the first nine months of 2007 from 20.1 mln euro ( $ 28.9 mln ) for the same period of 2006 .	positive
Exel wants to serve its industrial customers with individual products .	neutral
29 September , 2010 Finnish waste management and recycling company Lassila & Tikanoja expands its operations in Russia by introducing its recently completed recycling plant in the city of Dubna near Moscow .	positive
The move was triggered by weak demand for forestry equipment and the uncertain market situation .	negative
Revenue was slightly down , at  x20ac 495 million $ 634 million , compared to  x20ac 497 million a year earlier .	negative
These products include Personal Communications products such as mobile phones and their parts , Home Communications products such as set-top boxes and electronics for flat panel TVs as well as Communications Networks products such as base-stations , tower-top amplifiers , and microwave systems .	neutral
Profit before taxes was EUR 5.4 mn , up from EUR 3.6 mn a year earlier .	positive
German Commerzbank AG 's Hamburg Branch and US JP Morgan ( NYSE : JPM ) participated as arrangers , and Dutch ING ( AMS : INGA ) as co-arranger .	neutral
Customers in a wide range of industries use our stainless steel and services worldwide .	neutral
Ruukki Group calculates that it has lost EUR 4mn in the failed project .	negative
As an alternative to the share exchange , Panostaja offers a full cash consideration at the value of 1.27 euro $ 1.7 per share .	neutral
in Q1 2010 18 May 2010 - Finnish electrical components maker Salcomp Oy ( HEL : SAL1V ) said today it turned to a net profit of EUR1 .6 m in the first quarter of 2010 versus a loss of EUR2m in the corresponding period last year .	positive
Finnish pulp and paper machinery maker Vaahto Group Oyj swung to a 1.1 mln euro $ 1.4 mln net profit in the fiscal 2005-06 , ended August 31 , 2006 , from a 249,000 euro $ 319,000 net loss in the fiscal 2004-05 .	positive
Finnish Bank of +àland 's consolidated net operating profit increased from EUR 4.8 mn in the first quarter of 2005 to EUR 6.4 mn in the first quarter of 2006 .	positive
The acquisition is expected to take place by the end of August 2007 .	neutral
The company expects net sales to significantly increase from 2009 .	positive
L&T is operative in Finland , Sweden , Latvia , Russia and Norway .	neutral
Operating profit totaled EUR 17.7 mn compared to EUR 17.6 mn in the corresponding period in 2007 .	positive
The process , technology , project management , basic engineering and quality assurance within Forest Industry will be consolidated in Vantaa , southern Finland .	neutral
Feed companies Suomen Rehu and Raisio do no import GMO feed .	neutral
Work on the assignment has already started and is due for completion in spring 2011 .	neutral
Operating profit totalled EUR 21.1 mn , up from EUR 18.6 mn in 2007 , representing 9.7 % of net sales .	positive
The company confirmed its estimate for lower revenue for the whole 2009 than the year-ago EUR93 .9 m as given in the interim report on 5 August 2009 .	negative
Officials did not disclose the contract value .	neutral
All depends on financing .	neutral
Operating profit for 2009 lower than outlook published earlier .	negative
Finnish Talvivaara Mining Co HEL : TLV1V said Thursday it had picked BofA Merrill Lynch and JPMorgan NYSE : JPM as joint bookrunners of its planned issue of convertible notes worth up to EUR250m USD332m .	neutral
The exercise originated in Finland in the early 1930s as a training method for cross-country skiers .	neutral
The Extraordinary General Meeting is expected to take place no later than 18 February 2011 .	neutral
Sports equipment sales also progressed well owing to the prolonged winter season .	positive
Of the company 's net sales , 38 % was acquired in Finland , 21 % in other European countries , 40 % in Asia , and 1 % in the US .	neutral
The first stage of the contract covers 133 stores and 600 cash registers .	neutral
Sales at the unit slumped last year after the industry was hit by poor snowfall in the major resorts in the winter of 2006-07 .	negative
Operating loss was EUR 179mn , compared to a loss of EUR 188mn in the second quarter of 2009 .	positive
Quality chargers under CHARGZ brand are sold in selected retail stores and other sales locations world-wide .	neutral
Stora is due to release its fourth-quarter and 2009 full-year earnings on Feb. 4 .	neutral
With this appointment Kaupthing Bank aims to further co-ordinate Capital Markets activities within the Group and to improve the overall service to clients .	positive
Target company : Tieto Corporation , Business Identity Code : 0101138-5 Date of change in holding : 22 January 2010 Portion of the shares and votes : The current group holding of OP-Pohjola Group Central Cooperative ( OPK ) is 2982 587 shares , which represents 4.14 % of the shares and voting rights .	neutral
Rapala Fishing Frenzy 2009 .	neutral
( ADP News ) - Dec 11 , 2008 - Finnish construction and engineering company Outotec Oyj ( OMX : OTE1V ) said today it won a EUR 28 million ( USD 36.8 m ) order to expand the phosphate concentrator in Siilinjarvi of Norwegian minera	positive
( ADP News ) - Oct 29 , 2008 - Finnish lifting equipment maker Konecranes Oyj ( OMX : KCR1V ) said today that its net profit rose to EUR 116.6 million ( USD 149.1 m ) in the first nine months of 2008 from EUR 73.6 million for the s	positive
Local government commissioner of +àm+Ñl , Kurt Svensson , says he will contact the management of Finnish company Componenta to find out if there are any alternatives to the company 's decision to close down its plant in +àm+Ñl .	neutral
Elcoteq SE Stock Exchange Announcement February 4 , 2009 at 10.00 am ( EET ) Elcoteq will publish its financial statements bulletin 2008 on Wednesday , February 11 , at 9.00 am ( EET ) .	neutral
Look out for vintage fabric cushion covers , '70s coffee pots , ceramic serving dishes , cocktail glasses , and stainless steel party dishes .	neutral
The agreement includes application maintenance and support services .	neutral
No service pricing details were disclosed .	neutral
Biohit already services many current Genesis customers and the customer base is expected to expand as a result of this agreement .	positive
Huhtamaki 's rigid plastic consumer goods operations , which are mainly in Europe , will be separated into a new reporting segment as of 1 January 2009 .	neutral
JP Morgan expects that Scala will lower Nobel Biocare 's growth forecast for 2007 from the current guidance of 23-25 pct , as well as the operating margin target from the current 34-35 pct .	negative
The total capacity of the factory will be approximately 100 engines a year .	neutral
Neste oil 's board proposed 1.00 eur dividend for the full-year 2007 , compared with 0.90 eur a year ago .	positive
The approximately 20,000 dwt vessel has been ordered from India .	neutral
They both will report to Oriola-KD 's chief executive officer Eero Hautaniemi .	neutral
An EU law on the issue may be introduced around 2010 .	neutral
Sales came in at 241 mln eur , compared with 211.4 mln , and also beating consensus forecasts of 235 mln eur .	positive
Finnair 's passenger load factor , which measures the number of sold seats as a share of all available seats , dropped by 1.3 percentage points to 76.7 % in September .	negative
Following the issue , the new shares will constitute 10 percent of the firm 's capital .	neutral
Capitex Kalmar will continue to be responsible for the maintenance and technical development of the services .	neutral
According to Viking Line 's Managing Director , Nils-Erik Eklund , the company 's Board of Directors is very satisfied with Viking Line 's performance .	positive
The Bank is also examining the benefits of transferring the Swedish business to operate as a branch office so that the operations would be governed by Finland 's laws .	neutral
`` Those uncertainties cloud the long-term outlook . ''	negative
LONDON AFX - Shares in Rautaruukki Corp have been upgraded to ` hold ' from ` sell ' by ABN Amro , with the price target raised to 25.75 eur from 14.5 , said dealers .	positive
The Lithuanian beer market made up 14.41 million liters in January , a rise of 0.8 percent from the year-earlier figure , the Lithuanian Brewers ' Association reporting citing the results from its members .	positive
Subject-matter of the invention furthermore is the use of the cyclone for separating partly molten particles . ''	neutral
Shares of Nokia Corp. rose Thursday after the cell phone maker said its third-quarter earnings almost doubled and its share of the global handset market increased .	positive
To see a slide show of all the newest product releases from Fiskars .	neutral
Ahlstrom 's 5,700 employees serve customers via sales offices and production facilities in more than 20 countries on six continents .	neutral
Finnish media company Talentum Oyj 's net profit decreased to 2.5 mln euro ( $ 4.0 mln ) for the first quarter of 2008 from 3.0 mln euro ( $ 4.7 mln ) for the same period of 2007 .	negative
It also turned in earnings per share ( EPS ) of EUR 0.44 versus loss per share of EUR 2.26 .	positive
The total investment in the Vantaa plant extension will amount to around 10 million euro , and Okmetic 's share of the investments will be worth around 2.7 million .	neutral
Ponsse projects the forest machine markets to improve more than expected in 2010 from the previous year .	positive
Aker Yards Finland will begin using Chinese subcontractors at its Finnish shipyards .	neutral
The value of this kind of order amounts usually between Euro 2 and 3 million .	neutral
Pretax loss totalled EUR 49.9 mn , compared to a loss of EUR 15.4 mn in the corresponding period in 2008 .	negative
Also , a six-year historic analysis is provided for these markets .	neutral
Fortum needs a clear signal of commitment from the Government that the permit is available before the company will start the next round , Kuula says .	neutral
Quartal Oy now owns 2,094,063 shares in Satama Interactive Plc , which represents 5,19 per cent of the share capital and voting rights .	neutral
According to the company , in addition to normal seasonal fluctuation the market situation has weakened during autumn 2008 .	negative
The contract covers turnkey deliveries to all five airports operated by the authority -- John F Kennedy , LaGuardia , Newark , Teterboro and Stewart International .	neutral
Country : , Finland Sector : Construction-Real Estate Target : Pohjolan Design-Talo Oy Buyer : CapMan Oyj Vendor : Ruukki Group Oyj Deal size in USD : 102.6 m Type : Divestment Status : Agreed	neutral
Revenue from July to September grew 21 percent to EURO 2.3 billion , the Finnish company said Thursday .	positive
The value of the contract is EUR 25mn .	neutral
The contract includes design , construction , delivery of equipment , installation and commissioning .	neutral
Yvonne Jones is owner of Chameleon Interiors .	neutral
`` Each year , personal entertainment plays a more significant role in determining whether a fitness facility 's workout experience is pleasurable or a chore , '' said Brian Wilson , director of marketing for Precor 's Entertainment & Services Division .	neutral
The company serves customers in various industries , including process and resources , industrial machinery , architecture , building , construction , electrical , transportation , electronics , chemical , petrochemical , energy , and information technology , as well as catering and households .	neutral
Arto Ryymin , born 1964 , will replace Juhani Kaisanlahti who has worked as acting EVP , Healthcare & Welfare since August 2007 .	neutral
Net sales of the Vegetable Oil Business rose to EUR 10.6 mn from EUR 10.1 mn .	positive
It is estimated that the consolidated turnover of Kausta Guder will reach Lt 53mn US$ 22.53 mn EUR 15.35 mn in 2007 .	neutral
Ethanol would be made from barley , and production could start in 2008 .	neutral
No financial or pricing details were disclosed .	neutral
These measures are expected to produce annual cost savings of EUR 1.5 million starting in 2007 .	positive
No other ev3 devices were involved in this action .	neutral
The report profiles 614 companies including many key and niche players worldwide such as Black & Decker Corporation , Fiskars Corporation , Fiskars Brands , Inc. , Husqvarna Outdoor Products Inc. , K+S Group , Ryobi Technologies , Inc. , The Scotts Miracle-Gro Company , and Van Group , Inc. .	neutral
The report contains category level company and brand share as well as distribution share information for 2007 and 2008 .	neutral
Taking a cue from the playbook of the East Dillon Lions , we 've created a special team of heavy-hitting style players , such as boot-cut jeans , tummy tops and , of course , cowboy boots .	neutral
Subscription sales decreased slightly .	negative
The authorisation is in force until the end of the next Annual General Meeting and repeals the authorisation to acquire own shares given by the General Meeting held on April 4 , 2007 .	neutral
Jon Risfelt is 49 years old holds a Master of Science in Chemical Engineering from the Swedish Royal Institute of Technology .	neutral
It is a member of the OneWorld alliance , which includes American Airlines and British Airways .	neutral
The customer is then forwarded to the site , and unknown to him logged in with the first number .	neutral
The segments through which the company operates are Frozen Food business , Seafoods , Vegetable Oil business , Grain Trading and Other business operations .	neutral
Operating profit for the three-month period increased from EUR1 .2 m , while revenue increased from EUR20 .2 m , as compared to the corresponding period in 2005 .	positive
HELSINKI ( AFX ) - Retail and wholesale group Kesko reported net sales of 659.4 mln eur for February , an increase of 10.8 pct year-on-year .	positive
RL-Nordic is a part of Raiffeisen-Banking-Group Austria and is a subsidiary to Raiffeisen-Leasing GmbH in Austria .	neutral
Jeder Beta-Tester erh+ñlt kostenlos sechs Monate lang Updates und hat laut eigener Aussage die M+Âglichkeit , die finale Version zu beeinflussen .	neutral
Qualcomm estimated a first-quarter profit between 46 and 50 cents a share , excluding certain items , below the analyst estimate of 61 cents a share .	negative
After the sale , Savcor Group Ltd will comprise Savcor ART , a corporate function and an investment in Cencorp Corporation .	neutral
In addition to the Tulikivi Corporation , he is also currently a member of the Board of the following companies : Altia Corporation , J+ñrvi-Suomen Portti Osuuskunta , Osuuskunta KPY , Profile Vehicles Oy and Voimatel Oy .	neutral
The company 's scheduled traffic , measured in revenue passenger kilometres RPK , grew by just over 2 % and nearly 3 % more passengers were carried on scheduled flights than in February 2009 .	positive
Sales in Latin America increased by 42 % to EUR 432mn , and a total of 8.7 mn mobile devices were sold in the area , representing an increase of 32 % from the corresponding period in 2009 .	positive
25 November 2010 - Finnish paints and coatings company Tikkurila Oyj ( HEL : TIK1V ) said today that Finnish state-owned investment company Solidium Oy sold its 14.7 % stake in the company for a total of EUR98m .	neutral
Latvia 's Stockmann shopping mall is a subsidiary of Finland 's Stockmann Plc. .	neutral
The investment will be worth approximately EUR 100mn .	neutral
Valga Lihatoostus markets its products under the Maks & Moorits trademark .	neutral
The company is presently examining whether the project would be financially feasible .	neutral
Pretax profit rose to EUR 0.6 mn from EUR 0.4 mn in the corresponding period in 2005 .	positive
Ruukki forecast a 15-20 % annual sales growth and a positive pretax result for 2010 .	positive
Construction is scheduled to start in April-June 2007 and to be completed in early 2008 .	neutral
The acquired plant has an annual capacity of some 300,000 tonnes and most of its production is sold to domestic customers .	neutral
Rental of building equipment accounted for 88 percent of the operating income .	neutral
The company will release its 2010 results on 11 February 2011 .	neutral
Earnings per share ( EPS ) in 2005 decreased to EUR1 .87 from EUR1 .89 in 2003 .	negative
EBIT excluding non-recurring items was estimated to increase from 2009 .	positive
The EU Commission said earlier it had fined ThyssenKrupp , United Technologies Corp 's Otis , Schindler AG and Kone Oyj a total of 992.3 mln eur for alleged cartel activity in the lift market going back twelve years .	negative
The Inventors are Ridge Justin , Bao Yiliang and Karczewicz Marta .	neutral
The company is headquartered in Sievi , Finland , and is listed on the Nordic Exchange in Helsinki .	neutral
The deal means that ten persons in three countries will transfer to Tieto .	neutral
The financial impact is estimated to be some 1.5 MEUR annual improvement in the division 's result , starting from fiscal year 2007 .	positive
Operating profit of Kauppalehti group rose to EUR 1.5 mn from EUR 1.3 mn , and that of Marketplaces to EUR 1.3 mn from EUR 1.0 mn in the third quarter of 2006 .	positive
Honkarakenne also decided yesterday to sell 88,500 of its B-series shares to key staff members for EUR 2.90 per share .	neutral
com and possibly also through photo-msn .	neutral
Operating profit for the nine-month period increased from EUR13 .6 m , while net sales increased from EUR394 .7 m , as compared to the corresponding period in 2005 .	positive
The value of the orders is over EUR 10mn .	neutral
The development of the technological park , which will specialize in telecommunications and information technologies , is part of the state program for the formation of technoparks for hi-tech sectors in Russia .	neutral
Operating margin , however , slipped to 14.4 % from 15.1 % , dragged down by a poor performance in enterprise solutions .	negative
Castecka said the town hall would hold talks with other investors interested in the zone .	neutral
The Whitehall Street Real Estate Funds invest in real estate and real estate related assets , principally through the acquisition of real estate companies , real property and mortgage loans .	neutral
From Merisatama to the far corners of the world Asfaltti Osakeyhti+Â Lemmink+ñinen was established in 1910 by a group of master builders in Helsinki as a specialist business and subcontractor .	neutral
Operating profit , excluding non-recurring items , totalled EUR 2.2 mn , down from EUR 2.7 mn in the corresponding period in 2008 .	negative
Under the agreement , Larox will transfer 10 employees within engineering and documentation related to delivery projects and product maintenance in Finland to Etteplan as of January 1 , 2007 .	neutral
Salcomp 's charger manufacturing plant in India is located in the Nokia Telecom Park in the state of Tamil Nadu , in the eastern part of India .	neutral
Typically , the transmission power level can be decreased when the interference noise is above a predefined value .	neutral
The sellers were EOSS Innovationsmanagement and a group of private individuals .	neutral
Elisa Corporation will disclose its financial statements for 2006 on Thursday , 8 February 2007 .	neutral
Operating profit decreased to EUR 11.2 mn from EUR 16.6 mn .	negative
The business to be divested generates consolidated net sales of EUR 60 million annually and currently has some 640 employees .	neutral
Financing of the project will come mainly from China .	neutral
According to PKC , the acquisition would bring a significant addition to PKC 's customer base .	positive
Operating profit excluding non-recurring items amounted to EUR 40.6 mn , down from EUR 57.3 mn year-on-year .	negative
In January-September 2007 , the group 's net sales from continuing operations rose to EUR 213.1 mn from EUR 172.6 mn in the corresponding period in 2006 .	positive
In January-September 2010 , Fiskars ' net profit went up by 14 % year-on-year to EUR 65.4 million and net sales to EUR 525.3 million from EUR 487.7 million .	positive
Finnair 's total traffic decreased by 8.7 % in terms of revenue passenger kilometres .	negative
The operations to be sold include manufacturing units in Finland , France , Poland and Turkey , as well as sales units in Germany and Lithuania .	neutral
Outotec 's net profit for the second quarter of 2007 jumped to 16.8 mln euro ( $ 23.1 mln ) from 4.6 mln euro ( $ 6.3 mln ) a year ago .	positive
The hull of the vessel was built one block at a time and Ruukki delivered the plate material for each block as construction progressed .	neutral
The combined value of the orders is EUR 45mn .	neutral
Last year 's net sales rose to EUR 68.3 million from EUR 62.2 million .	positive
At the request of Finnish media company Alma Media 's newspapers , research manager Jari Kaivo-oja at the Finland Futures Research Centre at the Turku School of Economics has drawn up a future scenario for Finland 's national economy by using a model developed by the University of Denver .	neutral
On preliminary estimate , the hotel will operate under the brand Novotel .	neutral
HELSINKI AFX - Outokumpu said its technology unit has won a 28 mln eur contract from Bosnia-Herzegovina 's Aluminij dd Mostar to upgrade an anode plant .	positive
The capital structure of Solidium may be complemented by other financial instruments in the future .	neutral
The company operates power plants in the Tyumen and Chelyabinsk regions and in the Khanty-Mansi Autonomous District .	neutral
Rautaruukki said construction group YIT has awarded it a 2.5 mln eur contract to supply the steel structures for a new bridge spanning the Kemijoki river in Northern Finland .	positive
Scanfil has also issued a profit warning .	negative
Each year the dividend is deducted from the subscription price .	neutral
Finnish waste management and cleaning group Lassila & Tikanoja Oyj ( L&T ) net profit went down to 32.2 mln euro ( $ 47.7 mln ) for 2007 from 35.3 mln euro ( $ 52.3 mln ) for 2006 .	negative
Tekla will organize an information meeting for analysts and media at WTC Helsinki Marski meeting room , Aleksanterinkatu 17 , the same day at 12:30 - 1:30 p.m. Light lunch will be served .	neutral
The Company turnover amounted to MEUR 27.9 in 2007 .	neutral
What would you like to see changed on Nokia 's next attempt ?	neutral
Elcoteq SE is Europe 's largest contract electronics maker and has set up a unit in Bangalore in association with Avista Advisory of Mumbai .	neutral
Featuring the S60 user interface , this 135-gram model also comes with a 2.4-inch quarter VGA display and 100 megabytes of internal memory , expandable through the Micro Secure Digital slot .	neutral
After the transaction , M-real will own 30 % in Metsa-Botnia and UPM -- 17 % .	neutral
The contract has been allotted as per lowest price criteria .	neutral
EPS dropped to EUR0 .2 from EUR0 .3 .	negative
The value of the order is EUR 2.5 mn .	neutral
A total of 1,800,000 stock options were issued in the 2003 stock option scheme .	neutral
Operating profit totaled EUR 6.7 mn , down from EUR 7.2 mn in the corresponding period in 2005 .	negative
M-real , which is part of Finnish paper maker Metsaliitto Group , is due to release its second-quarter report at around 12:00 EET on 5 August 2010 .	neutral
Prices and delivery volumes of broadband products decreased significantly in 2005 .	negative
Favourable currency rates also contributed to higher net sales , '' CEO Kari Kauniskangas said .	positive
Based on the 2005 calendar year the combined company had EUR15 .8 bn in pro forma annual revenues and is expected to start operations with 60,000 employees .	neutral
Operating profit rose to EUR 1.6 mn from EUR 1.1 mn in the corresponding period in 2006 .	positive
Copper , lead and nickel also dropped ... HBOS ( HBOS ) plummeted 20 % to 70.3 pence after saying this year+ó ??	negative
QPR ProcessGuide is available as a system solution with centralized storage and management of process content as well as a standalone desktop version ; QPR ProcessGuide Xpress .	neutral
Elcoteq has a global network of After Market Service sites which have a long experience in serving Consumer Electronics and Systems Solutions customers .	neutral
The company has 120 employees and annual sales of approximately EUR16m .	neutral
CapMan , with offices in Helsinki , Stockholm , Copenhagen and Oslo , manages Nordic buyout , mezzanine , technology , life science and real estate funds with approximately EUR2 .6 bn in total capital .	neutral
In Middle East & North Africa , Tecnotree has grown considerably in the recent years .	positive
The business is organised , as of February 1 , 2011 , in a way that production of design services is combined into one entity , Etteplan Operations .	neutral
Operating profit decreased to nearly EUR 1.7 mn , however .	negative
Profit after taxes was EUR 0.1 mn , compared to EUR -0.4 mn the previous year .	positive
Cash flow from operations totalled EUR 7.4 mn , compared to a negative EUR 68.6 mn in the second quarter of 2008 .	positive
Operating loss totaled EUR 0.8 mn , compared to a profit of EUR 0.5 mn .	negative
Both operating profit and net sales for the three-month period increased , respectively from EUR16 .0 m and EUR139m , as compared to the corresponding quarter in 2006 .	positive
UPM stock fell 3 percent to EURO 12.49 $ 17.24 in early afternoon trading in Helsinki .	negative
The disposal of Autotank will also strengthen Aspo 's capital structure , '' commented Gustav Nyberg , CEO of Aspo .	positive
Cargo volume increased by approximately 5 % .	positive
The Group 's business sectors are Building Construction , Infrastructure Construction , Technical Building Services , and Building Products .	neutral
The government has instead proposed an exchange of the state 's stake in LMT to TeliaSonera 's stake in Lattelecom .	neutral
In 2010 , Sanoma Magazines expects net sales to be at the 2009 level .	neutral
Rapala aims to move the distribution unit Ragot from Loudeac in Bretagne and the distribution unit Waterqueen and the fishing line supplier Tortue from Saint Marcel in Central France to Morvillars .	neutral
The server is responsible for managing devices and user accounts and a desktop client application enables remote access to the mobile phones .	neutral
Our key geographical markets are Europe , Russian Federation , Middle-East , South-Africa and Japan .	neutral
Olvi has posted a strong set of figures for the first six months of this year .	positive
Affecto has participated in the program for the development of the Norwegian pension system since 2007 .	neutral
Mr. Koistinen joins from Nokia Siemens Networks where he has held various senior sales management and business development positions since 1997 .	neutral
These financing arrangements will enable the company to ensure , in line with its treasury policy , that it has sufficient financial instruments at its disposal for its potential capital requirements .	positive
Net profit fell by almost half to +é 5.5 million from +é 9.4 million at the end of 2007 .	negative
`` Demand for sports equipment was good in 2005 .	positive
Other details were not provided .	neutral
Cash flow from operations in January-December 2008 was a negative EUR 18.1 mn compared to EUR 39.0 mn in the corresponding period in 2007 .	negative
Raute posted a net profit of 1.8 mln euro $ 2.6 mln for the third quarter of 2007 , compared to a net loss of 299,000 euro $ 430,000 for the corresponding period of 2006 .	positive
Operating profit fell to EUR 20.3 mn from EUR 74.2 mn in the second quarter of 2008 .	negative
The reason for this is St. Petersburg status as a capital , one of the participants in the meeting quoted Chikunov as saying .	neutral
The group posted net sales of 35.3 mln euro $ 46.5 mln and an operating profit of 760,000 euro $ 1.0 mln in 2005 .	neutral
Turnover rose to EUR21m from EUR17m .	positive
Fiskars is also engaged in the global supply of marine and energy equipment solutions and services through its associated company , Wartsila Corporation .	neutral
The firm 's services include copying , printing , CAD-modelling , digital printing , scanning , SokoPro project bank and courier services .	neutral
The E7 smartphone will be available for Rs35 ,000 per handset across India , '' Nokia India vice-president & managing director D Shivakumar told reporters .	neutral
The order includes 48 ship cranes that will be delivered for 12 container feeders to be built at Wenchong shipyard in China .	neutral
When completed , the 120-meter Watchtower will be the highest building in Ireland .	neutral
Finnish metal products company Componenta Oyj net profit went slightly down to 25.1 mln euro ( $ 40.2 mln ) for the first half of 2008 from 25.4 mln euro ( $ 40.7 mln ) for the same period of 2007 .	negative
Short-term licenses for the games cost as little as $ 3 while purchasing a game outright can cost as much as $ 10 or $ 15 .	neutral
Altogether 150 subjects with mildly elevated cholesterol levels participated in the four-month long intervention .	neutral
The works will include the laying of natural stone pavements and the installation of underground heating , and surface water drainage systems .	neutral
The combined capital of these funds is expected to be EUR 100mn-150mn .	neutral
( ADP News ) - Feb 12 , 2009 - Finnish IT solutions provider Affecto Oyj ( HEL : AFE1V ) said today its net profit rose to EUR 8.5 million ( USD 11m ) in 2008 from EUR 7 million in 2007 .	positive
The value of the orders is about EUR 70mn .	neutral
The utility will also provide services related to electricity management , such as hedging trades and risk management and reporting .	neutral
Terms of the acquisition were not disclosed .	neutral
The company 's profit totaled Ls 578,100 in H1 2007 , down 30.9 % year-on-year .	negative
F-Secure , a developer of security solutions as a service through Internet Service Providers and mobile operators , announced results from its annual Online Wellbeing Survey .	neutral
The move will be carried out by transferring HKScan 's production-related property , plant , equipment , as well as its holdings in subsidiaries and associate companies in the country to HKScan Finland .	neutral
Profit for the period was EUR 9.8 mn , up from EUR 6.0 mn in 2004 .	positive
Finnish Kemira Group 's CEO , Lasse Kurkilahti , says the Group 's structural reorganisation will continue for at least a year .	neutral
The company specialises in temporary electrification and heating at construction sites .	neutral
Initial estimated total value of the contract was 250 000 Euros , excluding VAT .	neutral
The company expects its net sales in 2008 to increase 5-10 % from 2007 .	positive
